Employee_ID,Job_Satisfaction,Work_Life_Balance,Management_Support,Career_Development,Engagement_Level,Feedback_Comments
E15023,4.9,2.6,3.5,2.8,3.5,Could use more clarity on promotion criteria.
E15024,4.0,2.5,3.8,3.3,3.6,"Job is fine, but looking to grow further."
E15025,4.2,3.0,3.0,2.7,3.2,Workload is sometimes heavy but manageable.
E15026,4.2,3.4,4.4,3.0,3.6,"Job is fine, but looking to grow further."
E15027,4.1,2.5,3.1,3.2,3.3,Management communication can improve significantly.
E15028,3.8,2.7,3.2,4.9,3.4,Salary is decent but bonuses could be better.
E15029,4.2,2.7,3.1,3.5,3.1,Some processes feel outdated but the team is good.
E15030,5.0,2.2,3.8,3.9,4.2,Great work environment with strong mentorship.
E15031,4.6,2.2,3.7,4.0,3.9,Excellent team culture and flexible hours.
E15032,4.3,3.1,4.7,3.5,3.7,Salary is decent but bonuses could be better.
E15033,3.7,3.1,3.3,3.6,3.5,Could use more clarity on promotion criteria.
E15034,3.8,3.1,3.7,4.5,3.7,Work is okay but growth opportunities are limited.
E15035,5.0,2.3,4.6,4.5,4.2,Work-life balance is great and the team is collaborative.
E15036,4.8,3.4,3.4,3.9,4.0,Compensation is competitive and I feel valued.
E15037,3.7,2.9,3.4,3.2,3.5,Workload is sometimes heavy but manageable.
E15038,2.6,2.9,2.3,3.1,2.6,Compensation is well below market rate for my role.
E15039,3.7,4.0,3.4,3.2,3.6,Could use more clarity on promotion criteria.
E15040,3.6,2.2,3.6,2.5,3.2,"Job is fine, but looking to grow further."
E15041,5.0,3.6,3.5,3.4,4.0,Strong leadership and clear direction from management.
E15042,3.6,2.7,3.0,3.9,3.6,Management communication can improve significantly.
E15043,5.0,2.3,4.1,4.5,4.2,Management is supportive and career growth is clear.
E15044,3.5,3.2,3.5,3.8,3.5,Management communication can improve significantly.
E15045,4.7,2.9,4.1,4.1,4.1,Excellent team culture and flexible hours.
E15046,5.0,2.4,4.2,4.7,4.0,Great work environment with strong mentorship.
E15047,4.7,3.6,4.1,4.2,4.1,Work-life balance is great and the team is collaborative.
E15048,2.2,3.8,3.6,3.4,3.2,Reasonable work-life balance most of the time.
E15049,4.3,2.5,4.1,4.1,3.7,Salary is decent but bonuses could be better.
E15050,4.8,2.8,3.9,3.7,3.8,Great work environment with strong mentorship.
E15051,5.0,2.2,4.8,4.7,4.3,"Very happy with my role, learning a lot every day."
E15052,4.6,3.3,2.8,4.1,3.8,Great work environment with strong mentorship.
E15053,4.4,2.3,4.0,4.1,4.0,Management is supportive and career growth is clear.
E15054,3.9,2.6,3.5,4.6,3.4,Some processes feel outdated but the team is good.
E15055,3.8,3.0,3.2,3.5,3.4,Could use more clarity on promotion criteria.
E15056,5.0,2.8,3.7,4.6,4.2,Great work environment with strong mentorship.
E15057,4.2,3.0,3.2,3.4,3.8,Management is supportive and career growth is clear.
E15058,4.4,2.5,3.4,3.4,3.5,"Job is fine, but looking to grow further."
E15059,4.5,3.2,4.1,3.7,3.8,Great work environment with strong mentorship.
E15060,4.9,2.7,3.7,3.3,3.7,"Job is fine, but looking to grow further."
E15061,4.9,2.6,2.6,3.7,3.5,Workload is sometimes heavy but manageable.
E15062,4.0,2.3,3.5,3.2,3.2,Some processes feel outdated but the team is good.
E15063,3.7,4.0,3.5,3.3,3.5,Workload is sometimes heavy but manageable.
E15064,4.2,2.0,3.9,2.8,3.1,Workload is sometimes heavy but manageable.
E15065,5.0,2.7,3.5,4.2,3.9,"Very happy with my role, learning a lot every day."
E15066,4.9,3.1,3.8,4.3,4.3,"Very happy with my role, learning a lot every day."
E15067,5.0,3.5,3.6,3.0,3.8,Strong leadership and clear direction from management.
E15068,4.4,2.5,3.7,3.7,3.8,Work-life balance is great and the team is collaborative.
E15069,3.4,2.4,2.9,2.4,2.9,Salary is decent but bonuses could be better.
E15070,4.8,2.1,4.3,4.5,4.2,"Very happy with my role, learning a lot every day."
E15071,2.7,2.9,3.0,2.9,2.5,Management does not listen to employee feedback.
E15072,3.9,3.3,3.5,4.0,3.7,Management communication can improve significantly.
E15073,3.5,3.9,3.5,3.5,3.7,"Job is fine, but looking to grow further."
E15074,4.9,3.2,3.9,4.0,3.8,Management is supportive and career growth is clear.
E15075,3.7,2.4,3.3,2.6,3.1,Work is okay but growth opportunities are limited.
E15076,3.4,4.0,3.1,3.4,3.4,Salary is decent but bonuses could be better.
E15077,3.6,2.7,3.5,3.1,3.3,Workload is sometimes heavy but manageable.
E15078,4.8,2.6,3.5,4.4,3.9,Strong leadership and clear direction from management.
E15079,4.2,4.3,3.1,3.6,3.7,Some processes feel outdated but the team is good.
E15080,3.7,3.1,3.1,4.1,3.7,"Job is fine, but looking to grow further."
E15081,4.6,2.6,3.9,4.8,3.9,Compensation is competitive and I feel valued.
E15082,4.3,2.7,3.9,4.0,3.8,"Very happy with my role, learning a lot every day."
E15083,4.6,3.1,3.6,3.8,3.9,Excellent team culture and flexible hours.
E15084,4.7,2.4,3.8,3.1,3.6,Management communication can improve significantly.
E15085,5.0,2.8,4.3,4.1,4.1,Management is supportive and career growth is clear.
E15086,3.8,3.6,3.2,3.7,3.3,"Job is fine, but looking to grow further."
E15087,4.3,2.5,3.1,2.8,3.2,Some processes feel outdated but the team is good.
E15088,5.0,2.9,3.3,3.6,3.8,Work-life balance is great and the team is collaborative.
E15089,4.2,3.3,2.8,4.4,3.9,Great work environment with strong mentorship.
E15090,5.0,2.6,3.6,4.1,4.0,Compensation is competitive and I feel valued.
E15091,4.8,3.2,4.2,4.4,4.3,Great work environment with strong mentorship.
E15092,4.9,2.7,4.0,5.0,4.2,Work-life balance is great and the team is collaborative.
E15093,4.3,3.5,3.1,4.1,3.5,Work is okay but growth opportunities are limited.
E15094,5.0,2.5,4.5,5.0,4.5,Management is supportive and career growth is clear.
E15095,5.0,2.7,4.2,5.0,4.3,Feel recognised for my contributions regularly.
E15096,4.7,2.7,3.7,3.8,3.9,Great work environment with strong mentorship.
E15097,4.3,2.6,4.2,2.8,3.9,Management is supportive and career growth is clear.
E15098,4.5,2.7,3.9,3.7,3.8,Feel recognised for my contributions regularly.
E15099,4.4,3.4,4.0,3.0,3.7,Reasonable work-life balance most of the time.
E15100,5.0,2.9,4.5,5.0,4.4,Compensation is competitive and I feel valued.
E15101,3.7,3.1,3.8,3.5,3.5,Could use more clarity on promotion criteria.
E15102,4.6,3.2,3.8,4.1,4.2,Strong leadership and clear direction from management.
E15103,4.0,3.1,3.7,3.4,3.6,"Job is fine, but looking to grow further."
E15104,4.5,2.4,3.2,3.6,3.4,Some processes feel outdated but the team is good.
E15105,5.0,2.4,3.5,4.0,3.6,Workload is sometimes heavy but manageable.
E15106,5.0,1.9,4.4,3.7,3.8,Management is supportive and career growth is clear.
E15107,3.2,2.5,3.2,3.8,3.2,Could use more clarity on promotion criteria.
E15108,5.0,2.6,4.6,4.0,4.0,Compensation is competitive and I feel valued.
E15109,3.5,3.4,3.8,3.3,3.6,Salary is decent but bonuses could be better.
E15110,2.1,3.2,3.0,3.1,2.8,Could use more clarity on promotion criteria.
E15111,3.2,2.7,3.2,2.5,3.0,Salary is decent but bonuses could be better.
E15112,4.5,2.8,3.7,3.9,3.9,Work-life balance is great and the team is collaborative.
E15113,5.0,3.3,4.4,4.2,4.4,"Very happy with my role, learning a lot every day."
E15114,5.0,3.7,3.9,3.7,3.9,Work-life balance is great and the team is collaborative.
E15115,4.3,2.5,4.1,2.9,3.5,Could use more clarity on promotion criteria.
E15116,4.2,3.3,3.1,4.4,3.6,Workload is sometimes heavy but manageable.
E15117,5.0,3.1,3.8,4.4,4.2,Excellent team culture and flexible hours.
E15118,4.6,2.0,3.9,2.7,3.5,Management communication can improve significantly.
E15119,4.1,3.1,3.7,2.8,3.4,"Job is fine, but looking to grow further."
E15120,4.0,2.5,3.1,3.1,3.0,Some processes feel outdated but the team is good.
E15121,4.4,2.5,4.1,3.1,3.6,Reasonable work-life balance most of the time.
E15122,4.1,2.1,3.8,2.6,3.5,Management communication can improve significantly.
E15123,4.5,3.7,3.8,4.1,4.1,Strong leadership and clear direction from management.
E15124,3.3,3.4,3.4,4.6,3.8,Strong leadership and clear direction from management.
E15125,3.8,2.9,2.6,3.1,2.9,Could use more clarity on promotion criteria.
E15126,4.0,2.9,3.8,2.8,3.3,Could use more clarity on promotion criteria.
E15127,4.8,3.4,3.9,3.5,4.1,Great work environment with strong mentorship.
E15128,4.0,2.6,3.0,2.5,3.3,Salary is decent but bonuses could be better.
E15129,3.8,2.4,3.9,3.3,3.5,Could use more clarity on promotion criteria.
E15130,5.0,3.9,4.0,4.5,4.1,Management is supportive and career growth is clear.
E15131,4.4,3.0,4.3,3.7,3.9,Strong leadership and clear direction from management.
E15132,4.7,2.7,3.4,1.6,3.2,Could use more clarity on promotion criteria.
E15133,4.8,2.9,4.1,3.4,3.7,Could use more clarity on promotion criteria.
E15134,5.0,2.6,3.6,4.8,4.1,Compensation is competitive and I feel valued.
E15135,3.1,2.6,2.9,3.1,3.0,"Job is fine, but looking to grow further."
E15136,3.4,2.8,3.3,3.2,3.1,Some processes feel outdated but the team is good.
E15137,3.7,2.8,3.3,2.9,3.3,Management communication can improve significantly.
E15138,4.9,2.6,3.5,4.1,3.8,Management is supportive and career growth is clear.
E15139,4.9,2.9,3.6,3.2,4.0,Feel recognised for my contributions regularly.
E15140,2.5,2.6,2.0,3.1,2.5,No clear career path — very frustrated.
E15141,4.5,4.3,3.6,3.4,3.8,Strong leadership and clear direction from management.
E15142,5.0,2.8,3.8,3.8,3.8,Management is supportive and career growth is clear.
E15143,4.8,3.1,3.9,3.9,4.2,"Very happy with my role, learning a lot every day."
E15144,4.2,3.2,3.8,3.6,3.8,Work-life balance is great and the team is collaborative.
E15145,4.1,2.4,3.3,3.0,3.2,Reasonable work-life balance most of the time.
E15146,4.0,3.2,3.3,4.8,3.7,Reasonable work-life balance most of the time.
E15147,3.9,3.1,3.2,3.8,3.8,Excellent team culture and flexible hours.
E15148,4.5,2.7,3.2,3.2,3.3,Workload is sometimes heavy but manageable.
E15149,4.5,3.6,3.6,3.3,3.9,Compensation is competitive and I feel valued.
E15150,4.5,2.6,3.8,3.6,3.6,Could use more clarity on promotion criteria.
E15151,4.1,2.8,2.5,4.3,3.6,Reasonable work-life balance most of the time.
E15152,5.0,2.6,3.6,4.6,4.1,Management is supportive and career growth is clear.
E15153,3.3,3.0,2.4,3.5,2.7,Compensation is well below market rate for my role.
E15154,3.8,4.0,3.5,3.5,3.7,Workload is sometimes heavy but manageable.
E15155,4.0,2.8,3.2,2.1,3.0,Reasonable work-life balance most of the time.
E15156,4.2,2.5,3.4,3.3,3.6,Reasonable work-life balance most of the time.
E15157,4.6,3.1,3.4,3.3,3.7,Some processes feel outdated but the team is good.
E15158,4.2,2.5,3.7,2.3,3.6,Workload is sometimes heavy but manageable.
E15159,4.4,2.8,4.4,3.0,3.9,Compensation is competitive and I feel valued.
E15160,3.6,2.6,3.3,3.4,3.3,Salary is decent but bonuses could be better.
E15161,4.1,3.1,3.8,3.1,3.9,Work-life balance is great and the team is collaborative.
E15162,5.0,2.0,4.9,3.4,4.1,Management is supportive and career growth is clear.
E15163,4.4,1.9,3.8,3.1,3.4,Could use more clarity on promotion criteria.
E15164,4.0,3.0,3.7,2.9,3.4,Some processes feel outdated but the team is good.
E15165,4.5,2.4,3.9,4.6,3.9,Management is supportive and career growth is clear.
E15166,3.9,2.2,3.8,3.0,3.4,Could use more clarity on promotion criteria.
E15167,5.0,2.9,4.1,4.4,3.8,Compensation is competitive and I feel valued.
E15168,3.4,2.7,3.0,4.0,3.4,"Job is fine, but looking to grow further."
E15169,5.0,3.4,3.7,4.7,4.4,Feel recognised for my contributions regularly.
E15170,4.3,2.9,3.3,2.7,3.4,Salary is decent but bonuses could be better.
E15171,4.0,3.0,3.0,3.0,3.3,Salary is decent but bonuses could be better.
E15172,4.9,2.8,3.7,4.1,3.8,Feel recognised for my contributions regularly.
E15173,3.2,3.5,2.9,4.1,3.4,Some processes feel outdated but the team is good.
E15174,4.8,2.7,4.2,3.3,4.0,Work-life balance is great and the team is collaborative.
E15175,4.4,2.6,4.1,3.6,3.7,Work is okay but growth opportunities are limited.
E15176,5.0,2.6,3.8,3.4,3.8,Management is supportive and career growth is clear.
E15177,5.0,2.6,3.8,3.8,3.8,Excellent team culture and flexible hours.
E15178,5.0,2.1,4.1,3.7,3.7,Management communication can improve significantly.
E15179,4.5,3.1,4.1,3.8,3.7,Work is okay but growth opportunities are limited.
E15180,3.4,1.5,3.0,1.8,2.6,Management does not listen to employee feedback.
E15181,3.5,3.7,3.1,3.3,3.1,Management communication can improve significantly.
E15182,4.0,3.1,3.4,3.5,3.6,Could use more clarity on promotion criteria.
E15183,5.0,3.2,3.8,4.9,4.4,"Very happy with my role, learning a lot every day."
E15184,3.6,3.1,3.1,2.3,3.2,Reasonable work-life balance most of the time.
E15185,4.6,3.4,2.9,3.4,3.4,Could use more clarity on promotion criteria.
E15186,4.5,2.7,2.7,3.5,3.5,Workload is sometimes heavy but manageable.
E15187,4.6,3.3,3.7,3.5,3.9,Excellent team culture and flexible hours.
E15188,3.8,2.3,3.9,3.4,3.5,Some processes feel outdated but the team is good.
E15189,2.4,3.1,1.3,2.8,2.4,Actively considering other opportunities outside.
E15190,2.6,2.4,2.4,3.1,2.5,Actively considering other opportunities outside.
E15191,3.9,3.0,3.5,3.7,3.6,Reasonable work-life balance most of the time.
E15192,3.1,3.6,3.1,3.5,3.3,Some processes feel outdated but the team is good.
E15193,3.2,2.5,3.6,3.7,3.2,Salary is decent but bonuses could be better.
E15194,3.3,2.0,3.1,2.9,3.0,Work is okay but growth opportunities are limited.
E15195,4.4,3.1,3.7,3.4,3.8,Feel recognised for my contributions regularly.
E15196,4.0,3.7,3.5,4.3,3.8,Compensation is competitive and I feel valued.
E15197,3.3,3.1,2.9,4.2,3.3,"Job is fine, but looking to grow further."
E15198,3.8,3.0,3.4,4.2,3.6,Work is okay but growth opportunities are limited.
E15199,2.9,3.5,2.3,3.6,3.0,Some processes feel outdated but the team is good.
E15200,3.7,2.4,2.8,3.8,3.3,Work is okay but growth opportunities are limited.
E15201,4.4,2.0,2.9,2.6,2.9,Work is okay but growth opportunities are limited.
E15202,3.5,2.9,3.2,3.3,3.3,Some processes feel outdated but the team is good.
E15203,2.7,3.3,3.7,3.5,3.1,Salary is decent but bonuses could be better.
E15204,4.9,2.7,3.9,4.2,4.1,"Very happy with my role, learning a lot every day."
E15205,4.2,2.5,3.5,3.1,3.6,Work is okay but growth opportunities are limited.
E15206,4.4,2.8,3.1,4.1,3.6,Workload is sometimes heavy but manageable.
E15207,5.0,2.2,4.4,4.6,4.2,Feel recognised for my contributions regularly.
E15208,4.1,2.6,3.6,3.0,3.5,Reasonable work-life balance most of the time.
E15209,5.0,2.4,4.0,4.4,4.3,Strong leadership and clear direction from management.
E15210,5.0,3.1,3.7,4.5,4.2,Feel recognised for my contributions regularly.
E15211,4.3,1.6,3.2,4.1,3.7,Reasonable work-life balance most of the time.
E15212,4.9,3.4,3.3,4.5,4.2,Feel recognised for my contributions regularly.
E15213,4.2,2.4,3.5,3.7,3.6,Reasonable work-life balance most of the time.
E15214,4.9,3.2,4.4,4.6,4.3,Excellent team culture and flexible hours.
E15215,4.4,3.8,3.5,4.0,4.2,Compensation is competitive and I feel valued.
E15216,4.4,2.6,4.1,2.7,3.9,Work-life balance is great and the team is collaborative.
E15217,4.0,2.9,3.5,3.2,3.5,Management communication can improve significantly.
E15218,4.0,3.1,3.3,3.8,3.7,Workload is sometimes heavy but manageable.
E15219,2.2,2.7,2.7,3.8,2.5,Promises made during hiring have not been fulfilled.
E15220,5.0,2.6,3.9,4.6,4.4,Feel recognised for my contributions regularly.
E15221,3.6,2.3,3.9,2.5,3.2,Some processes feel outdated but the team is good.
E15222,3.7,3.0,4.3,3.0,3.4,Reasonable work-life balance most of the time.
E15223,5.0,3.2,3.4,4.3,3.9,Compensation is competitive and I feel valued.
E15224,4.4,2.5,3.7,3.4,3.9,"Very happy with my role, learning a lot every day."
E15225,4.1,3.3,3.5,3.5,3.7,Management communication can improve significantly.
E15226,5.0,2.7,3.9,4.2,4.1,Compensation is competitive and I feel valued.
E15227,3.6,2.8,2.9,3.7,3.3,Work is okay but growth opportunities are limited.
E15228,4.5,2.7,3.5,4.2,3.6,Salary is decent but bonuses could be better.
E15229,4.3,3.0,3.4,5.0,4.1,Great work environment with strong mentorship.
E15230,4.5,3.9,3.7,4.1,4.2,Compensation is competitive and I feel valued.
E15231,4.2,2.9,3.4,3.4,3.8,Work-life balance is great and the team is collaborative.
E15232,3.7,2.4,3.9,3.2,3.4,Reasonable work-life balance most of the time.
E15233,4.9,3.0,3.4,4.5,4.0,Compensation is competitive and I feel valued.
E15234,3.8,3.1,3.2,2.8,3.2,Salary is decent but bonuses could be better.
E15235,4.8,3.3,3.3,2.5,3.7,Management communication can improve significantly.
E15236,4.7,2.4,4.0,3.4,3.7,Reasonable work-life balance most of the time.
E15237,3.9,4.1,3.5,4.0,3.9,Work-life balance is great and the team is collaborative.
E15238,4.2,2.2,4.1,3.1,3.3,Reasonable work-life balance most of the time.
E15239,4.7,2.9,3.6,4.7,4.1,Compensation is competitive and I feel valued.
E15240,4.3,1.8,4.1,2.9,3.6,Could use more clarity on promotion criteria.
E15241,5.0,2.6,3.7,3.2,3.8,Feel recognised for my contributions regularly.
E15242,4.0,3.5,3.3,3.2,3.7,Could use more clarity on promotion criteria.
E15243,4.7,2.9,4.5,3.0,3.9,Feel recognised for my contributions regularly.
E15244,3.2,2.8,2.9,2.7,3.1,Some processes feel outdated but the team is good.
E15245,4.3,3.2,3.2,2.7,3.6,Workload is sometimes heavy but manageable.
E15246,4.1,3.6,3.5,3.0,4.0,Compensation is competitive and I feel valued.
E15247,3.6,2.1,3.5,3.6,3.3,Reasonable work-life balance most of the time.
E15248,4.2,3.9,3.4,3.6,3.8,Great work environment with strong mentorship.
E15249,4.0,3.0,3.5,3.5,3.4,Could use more clarity on promotion criteria.
E15250,4.5,3.3,3.7,3.9,3.7,Workload is sometimes heavy but manageable.
E15251,4.0,3.5,2.9,4.0,3.5,"Job is fine, but looking to grow further."
E15252,3.6,1.9,3.2,3.2,3.3,Reasonable work-life balance most of the time.
E15253,4.2,3.1,3.5,4.2,4.0,Strong leadership and clear direction from management.
E15254,5.0,2.9,4.3,3.7,4.1,Great work environment with strong mentorship.
E15255,4.1,3.8,3.4,5.0,4.2,Great work environment with strong mentorship.
E15256,2.8,3.1,3.2,3.3,3.1,Could use more clarity on promotion criteria.
E15257,3.2,3.2,3.7,3.8,3.6,Some processes feel outdated but the team is good.
E15258,4.0,3.2,3.8,3.3,3.9,Management is supportive and career growth is clear.
E15259,4.5,3.2,3.4,3.4,3.6,Could use more clarity on promotion criteria.
E15260,4.2,3.1,3.7,4.1,3.5,Salary is decent but bonuses could be better.
E15261,4.8,2.5,4.5,3.5,3.7,Management communication can improve significantly.
E15262,4.8,2.5,3.3,3.4,3.5,"Job is fine, but looking to grow further."
E15263,5.0,3.4,3.4,3.9,4.1,Work-life balance is great and the team is collaborative.
E15264,4.4,2.8,3.9,3.1,3.4,Salary is decent but bonuses could be better.
E15265,4.4,2.7,3.4,2.5,3.5,Salary is decent but bonuses could be better.
E15266,4.2,3.7,3.5,3.6,3.6,Workload is sometimes heavy but manageable.
E15267,4.4,2.9,3.6,3.7,3.7,Could use more clarity on promotion criteria.
E15268,3.7,3.3,3.1,3.8,3.6,Salary is decent but bonuses could be better.
E15269,4.0,2.5,3.4,3.8,3.6,"Job is fine, but looking to grow further."
E15270,4.0,2.2,4.0,3.5,3.6,Work is okay but growth opportunities are limited.
E15271,5.0,2.8,3.8,4.0,3.9,Strong leadership and clear direction from management.
E15272,4.9,2.7,5.0,4.1,4.0,Great work environment with strong mentorship.
E15273,3.9,2.4,2.8,2.9,3.0,Could use more clarity on promotion criteria.
E15274,5.0,2.8,4.0,5.0,4.6,Work-life balance is great and the team is collaborative.
E15275,4.7,3.9,3.7,3.1,3.7,Could use more clarity on promotion criteria.
E15276,4.2,2.7,3.5,3.5,3.3,Some processes feel outdated but the team is good.
E15277,5.0,3.4,4.3,4.7,4.5,Feel recognised for my contributions regularly.
E15278,4.4,2.2,3.8,3.7,3.9,Strong leadership and clear direction from management.
E15279,4.5,2.7,2.3,3.5,3.5,"Job is fine, but looking to grow further."
E15280,3.7,1.5,3.8,2.3,2.8,"Job is fine, but looking to grow further."
E15281,4.2,2.3,2.4,3.4,3.2,Management communication can improve significantly.
E15282,4.5,3.2,4.2,3.3,3.9,Great work environment with strong mentorship.
E15283,4.6,2.2,4.2,4.5,4.0,"Very happy with my role, learning a lot every day."
E15284,4.2,2.5,2.9,2.8,3.1,"Job is fine, but looking to grow further."
E15285,4.8,3.2,3.2,3.8,3.7,Work is okay but growth opportunities are limited.
E15286,5.0,2.8,3.5,2.9,3.6,Could use more clarity on promotion criteria.
E15287,3.0,3.3,2.5,3.6,3.0,Management communication can improve significantly.
E15288,5.0,3.4,4.2,5.0,4.5,Great work environment with strong mentorship.
E15289,3.8,3.3,2.6,4.0,3.4,"Job is fine, but looking to grow further."
E15290,4.7,3.3,3.4,4.0,3.8,Great work environment with strong mentorship.
E15291,3.1,2.7,3.2,3.8,3.0,"Job is fine, but looking to grow further."
E15292,5.0,2.3,4.0,3.7,3.8,Work-life balance is great and the team is collaborative.
E15293,2.8,3.0,2.5,3.9,2.8,Salary is decent but bonuses could be better.
E15294,3.4,3.3,3.5,3.7,3.6,Management communication can improve significantly.
E15295,3.7,3.3,4.0,4.6,4.2,Management is supportive and career growth is clear.
E15296,4.4,3.2,3.0,4.9,4.1,"Very happy with my role, learning a lot every day."
E15297,4.4,3.8,3.9,3.8,4.2,"Very happy with my role, learning a lot every day."
E15298,4.4,3.3,4.3,3.4,3.8,Compensation is competitive and I feel valued.
E15299,4.1,3.5,2.6,3.6,3.5,"Job is fine, but looking to grow further."
E15300,5.0,2.2,4.1,4.4,3.9,"Very happy with my role, learning a lot every day."
E15301,3.9,2.7,3.6,3.6,3.5,"Job is fine, but looking to grow further."
E15302,3.3,3.4,2.9,4.3,3.3,Work is okay but growth opportunities are limited.
E15303,4.7,3.1,3.6,3.6,3.9,Management is supportive and career growth is clear.
E15304,3.6,2.3,3.0,3.2,3.1,Management communication can improve significantly.
E15305,4.2,3.5,3.7,2.9,3.6,Management communication can improve significantly.
E15306,4.2,3.4,3.8,2.0,3.2,Could use more clarity on promotion criteria.
E15307,4.3,3.7,3.8,3.7,3.8,Strong leadership and clear direction from management.
E15308,4.2,2.8,3.7,3.4,3.7,Management communication can improve significantly.
E15309,5.0,3.2,3.9,3.9,4.2,"Very happy with my role, learning a lot every day."
E15310,4.2,1.9,3.9,2.7,3.2,Workload is sometimes heavy but manageable.
E15311,4.5,2.0,4.4,2.8,3.7,Could use more clarity on promotion criteria.
E15312,4.1,3.5,3.2,4.3,3.7,Management communication can improve significantly.
E15313,4.2,2.1,2.5,3.1,3.2,Work is okay but growth opportunities are limited.
E15314,3.9,2.0,3.7,3.2,3.4,Some processes feel outdated but the team is good.
E15315,3.3,3.0,2.9,3.1,3.3,Salary is decent but bonuses could be better.
E15316,3.2,2.5,3.6,2.8,3.1,Management communication can improve significantly.
E15317,3.5,2.8,3.2,3.5,3.1,Management communication can improve significantly.
E15318,2.6,2.2,2.3,3.1,2.8,Could use more clarity on promotion criteria.
E15319,4.6,3.0,4.0,4.3,4.2,Feel recognised for my contributions regularly.
E15320,4.5,2.5,4.0,3.1,3.7,Reasonable work-life balance most of the time.
E15321,4.8,2.4,3.5,3.6,3.8,Excellent team culture and flexible hours.
E15322,3.8,2.4,3.8,3.4,3.3,Could use more clarity on promotion criteria.
E15323,4.5,3.5,3.7,3.5,3.8,Compensation is competitive and I feel valued.
E15324,3.3,2.4,2.7,2.9,2.6,"Burnout is real, work-life balance is poor."
E15325,5.0,2.4,4.5,4.6,4.2,Strong leadership and clear direction from management.
E15326,3.9,3.1,3.7,3.5,3.6,Work is okay but growth opportunities are limited.
E15327,5.0,2.4,3.7,4.6,4.1,"Very happy with my role, learning a lot every day."
E15328,5.0,2.5,4.1,5.0,4.4,Management is supportive and career growth is clear.
E15329,4.4,3.3,4.3,3.4,3.9,Great work environment with strong mentorship.
E15330,3.8,3.4,4.2,2.4,3.6,Management communication can improve significantly.
E15331,4.7,2.3,4.4,3.8,3.9,Work-life balance is great and the team is collaborative.
E15332,4.5,2.2,3.6,3.4,3.6,Reasonable work-life balance most of the time.
E15333,5.0,2.0,5.0,4.8,4.5,Work-life balance is great and the team is collaborative.
E15334,4.3,2.3,4.2,3.1,3.6,"Job is fine, but looking to grow further."
E15335,3.6,2.7,2.7,2.6,2.8,Could use more clarity on promotion criteria.
E15336,3.3,2.6,2.4,2.9,2.7,Promises made during hiring have not been fulfilled.
E15337,4.2,2.4,3.9,3.5,3.6,Workload is sometimes heavy but manageable.
E15338,4.4,3.4,3.2,3.2,3.7,Reasonable work-life balance most of the time.
E15339,4.0,2.5,2.5,3.5,3.3,Reasonable work-life balance most of the time.
E15340,5.0,2.6,3.9,4.0,3.8,Work-life balance is great and the team is collaborative.
E15341,4.8,3.3,3.8,3.4,3.9,"Very happy with my role, learning a lot every day."
E15342,4.4,2.2,3.1,3.6,3.5,Management communication can improve significantly.
E15343,4.1,3.1,3.7,4.8,3.7,Reasonable work-life balance most of the time.
E15344,5.0,3.2,4.2,4.3,4.4,Great work environment with strong mentorship.
E15345,2.6,2.6,3.1,3.0,3.0,"Job is fine, but looking to grow further."
E15346,4.2,3.3,3.9,3.6,3.7,Could use more clarity on promotion criteria.
E15347,5.0,2.3,4.6,5.0,4.3,Feel recognised for my contributions regularly.
E15348,4.5,2.0,4.1,4.1,3.5,Some processes feel outdated but the team is good.
E15349,4.0,2.9,3.6,3.2,3.6,Work is okay but growth opportunities are limited.
E15350,4.7,2.8,3.6,3.9,3.8,Management is supportive and career growth is clear.
E15351,4.5,3.2,3.2,4.1,3.8,Strong leadership and clear direction from management.
E15352,3.1,2.6,2.5,3.7,2.9,Reasonable work-life balance most of the time.
E15353,3.1,3.1,2.8,3.5,3.3,"Job is fine, but looking to grow further."
E15354,4.3,3.3,4.1,2.6,3.5,Some processes feel outdated but the team is good.
E15355,4.3,3.1,3.2,3.1,3.5,"Job is fine, but looking to grow further."
E15356,3.4,3.5,3.2,3.8,3.6,"Job is fine, but looking to grow further."
E15357,5.0,2.9,4.3,5.0,4.4,Management is supportive and career growth is clear.
E15358,3.7,2.0,3.3,2.3,2.8,"Job is fine, but looking to grow further."
E15359,5.0,3.9,3.7,4.0,4.1,Feel recognised for my contributions regularly.
E15360,4.7,2.3,3.9,2.8,3.7,Could use more clarity on promotion criteria.
E15361,3.1,3.0,3.4,4.2,3.5,Workload is sometimes heavy but manageable.
E15362,4.9,2.5,3.8,4.5,4.0,Excellent team culture and flexible hours.
E15363,4.1,3.2,4.2,3.0,3.7,Some processes feel outdated but the team is good.
E15364,4.5,4.0,3.6,3.6,3.7,Management communication can improve significantly.
E15365,4.5,3.8,3.9,3.2,3.8,Strong leadership and clear direction from management.
E15366,4.0,2.2,2.6,3.1,3.0,Work is okay but growth opportunities are limited.
E15367,4.9,2.9,4.0,3.6,3.9,Great work environment with strong mentorship.
E15368,3.7,3.1,2.8,3.3,3.0,Salary is decent but bonuses could be better.
E15369,5.0,3.9,3.7,4.2,4.4,Great work environment with strong mentorship.
E15370,4.9,3.2,4.4,4.3,4.4,Feel recognised for my contributions regularly.
E15371,4.7,3.3,3.0,3.0,3.6,Salary is decent but bonuses could be better.
E15372,4.4,2.1,4.0,2.7,3.5,Salary is decent but bonuses could be better.
